0	73
1	77
2	93
3	94
4	103
5	107
6	109
7	125
8	198
9	218
10	237
11	260
12	268
13	285
14	305
15	311
16	323
17	388
18	389
19	330
20	336
21	348
22	373
23	404
24	450
25	473
26	482
27	498
28	147
29	155
30	157
31	159
32	168
33	202
34	250
35	266
36	271
37	287
38	411
39	429
40	459
41	496
42	3
43	36
44	39
45	60
46	65
47	301
48	303
49	307
50	360
51	120
52	130
53	163
54	172
55	185
56	17
57	19
58	51
59	58
60	95
61	209
62	222
63	227
64	249
65	289
66	21
67	28
68	40
69	9
70	316
71	325
72	364
73	375
74	383
75	308
76	351
77	352
78	365
79	1
80	24
81	43
82	80
83	119
84	122
85	140
86	165
87	191
88	235
89	246
90	255
91	286
92	297
93	233
94	284
95	290
96	296
97	111
98	113
99	146
100	117
101	118
102	123
103	154
104	179
105	200
106	256
107	258
108	278
109	281
110	214
111	231
112	236
113	248
114	280
115	219
116	220
117	262
118	100
119	104
120	121
121	193
122	217
123	234
124	169
125	175
126	188
127	212
128	239
129	283
130	261
131	288
132	215
133	228
134	253
135	267
136	299
137	22
138	56
139	205
140	210
141	229
142	293
143	0
144	42
145	55
146	68
147	208
148	240
149	282
150	292
151	133
152	143
153	201
154	224
155	302
156	324
157	379
158	245
159	263
160	277
161	13
162	2
163	71
164	90
165	204
166	216
167	230
168	16
169	34
170	87
171	98
172	203
173	211
174	244
175	46
176	59
177	96
178	206
179	243
180	298
181	4
182	67
183	85
184	275
185	294
186	54
187	79
188	295
189	101
190	182
191	199
192	327
193	353
194	370
195	30
196	7
197	84
198	12
199	37
200	92
201	334
202	341
203	394
204	310
205	312
206	374
207	382
208	391
209	254
210	269
211	33
212	63
213	69
214	11
215	29
216	41
217	57
218	257
219	223
220	247
221	14
222	15
223	70
224	338
225	339
226	395
227	44
228	5
229	78
230	18
231	52
232	82
233	89
234	242
235	309
236	322
237	326
238	25
239	38
240	272
241	226
242	252
243	177
244	196
245	110
246	183
247	190
248	405
249	426
250	454
251	469
252	115
253	144
254	45
255	72
256	91
257	213
258	270
259	50
260	83
261	35
262	48
263	76
264	128
265	153
266	160
267	259
268	61
269	354
270	356
271	362
272	99
273	112
274	139
275	145
276	195
277	97
278	88
279	108
280	173
281	178
282	81
283	8
284	238
285	241
286	141
287	148
288	151
289	171
290	232
291	170
292	197
293	31
294	462
295	478
296	488
297	491
298	225
299	273
300	433
301	437
302	458
303	489
304	406
305	409
306	427
307	479
308	483
309	221
310	62
311	207
312	403
313	438
314	466
315	480
316	485
317	124
318	137
319	161
320	412
321	425
322	464
323	476
324	106
325	132
326	23
327	49
328	136
329	102
330	131
331	186
332	6
333	265
334	321
335	329
336	355
337	366
338	306
339	349
340	387
341	367
342	376
343	363
344	390
345	319
346	418
347	434
348	486
349	320
350	343
351	10
352	66
353	27
354	86
355	105
356	449
357	471
358	487
359	335
360	380
361	381
362	331
363	347
364	32
365	410
366	451
367	452
368	453
369	315
370	357
371	399
372	135
373	187
374	189
375	134
376	184
377	276
378	279
379	291
380	20
381	448
382	402
383	436
384	440
385	439
386	442
387	477
388	251
389	142
390	64
391	415
392	435
393	416
394	432
395	53
396	264
397	361
398	419
399	495
400	497
401	328
402	340
403	392
404	345
405	368
406	371
407	26
408	74
409	422
410	447
411	344
412	393
413	304
414	337
415	377
416	346
417	398
418	129
419	75
420	408
421	423
422	446
423	430
424	180
425	350
426	358
427	313
428	372
429	445
430	455
431	467
432	490
433	176
434	386
435	397
436	332
437	126
438	428
439	484
440	499
441	156
442	494
443	138
444	164
445	444
446	472
447	369
448	407
449	421
450	475
451	413
452	318
453	378
454	457
455	162
456	114
457	417
458	468
459	481
460	414
461	456
462	465
463	166
464	192
465	167
466	194
467	474
468	127
469	460
470	274
471	424
472	461
473	493
474	401
475	431
476	443
477	149
478	359
479	150
480	333
481	181
482	158
483	152
484	400
485	174
486	470
487	300
488	342
489	441
490	116
491	384
492	396
493	385
494	314
495	420
496	47
497	463
498	492
499	317
