0	511
1	154
2	609
3	170
4	605
5	213
6	524
7	291
8	358
9	277
10	10
11	444
12	70
13	317
14	304
15	499
16	29
17	282
18	316
19	390
20	269
21	7
22	486
23	278
24	363
25	498
26	272
27	344
28	207
29	311
30	83
31	119
32	109
33	84
34	210
35	285
36	24
37	31
38	45
39	64
40	22
41	5
42	8
43	155
44	424
45	314
46	318
47	443
48	39
49	288
50	14
51	53
52	369
53	199
54	321
55	104
56	140
57	125
58	32
59	383
60	284
61	289
62	87
63	338
64	296
65	20
66	65
67	409
68	351
69	265
70	302
71	132
72	335
73	58
74	357
75	42
76	49
77	273
78	6
79	120
80	177
81	62
82	418
83	274
84	30
85	40
86	15
87	385
88	76
89	103
90	82
91	41
92	25
93	336
94	164
95	397
96	254
97	13
98	48
99	275
100	123
101	93
102	73
103	276
104	237
105	34
106	77
107	342
108	63
109	88
110	356
111	12
112	11
113	181
114	150
115	61
116	227
117	144
118	206
119	1
120	18
121	4
122	160
123	152
124	139
125	163
126	113
127	303
128	340
129	280
130	66
131	92
132	149
133	114
134	54
135	72
136	86
137	44
138	51
139	221
140	26
141	287
142	81
143	52
144	107
145	9
146	56
147	37
148	313
149	359
150	90
151	166
152	410
153	382
154	327
155	257
156	168
157	195
158	179
159	75
160	172
161	79
162	100
163	67
164	158
165	101
166	214
167	117
168	27
169	43
170	91
171	3
172	57
173	69
174	135
175	68
176	613
177	415
178	324
179	419
180	267
181	205
182	173
183	562
184	337
185	355
186	406
187	350
188	266
189	339
190	462
191	414
192	298
193	165
194	308
195	331
196	348
197	301
198	330
199	411
200	326
201	178
202	222
203	375
204	270
205	398
206	377
207	408
208	189
209	127
210	483
211	380
212	332
213	618
214	378
215	626
216	576
217	558
218	513
219	506
220	430
221	500
222	416
223	334
224	174
225	400
226	372
227	162
228	223
229	489
230	438
231	374
232	352
233	185
234	312
235	94
236	279
237	395
238	472
239	461
240	215
241	366
242	156
243	436
244	459
245	310
246	458
247	425
248	236
249	151
250	412
251	354
252	391
253	271
254	353
255	560
256	228
257	552
258	536
259	297
260	550
261	370
262	328
263	368
264	570
265	102
266	417
267	596
268	564
269	427
270	98
271	347
272	572
273	495
274	494
275	453
276	420
277	545
278	450
279	373
280	620
281	146
282	441
283	629
284	60
285	515
286	392
287	134
288	616
289	468
290	364
291	268
292	565
293	527
294	598
295	569
296	376
297	379
298	258
299	256
300	615
301	573
302	446
303	50
304	413
305	553
306	602
307	384
308	23
309	466
310	426
311	460
312	551
313	281
314	479
315	184
316	396
317	343
318	193
319	421
320	232
321	610
322	386
323	473
324	145
325	218
326	196
327	589
328	478
329	404
330	349
331	230
332	642
333	47
334	584
335	345
336	437
337	487
338	241
339	175
340	169
341	225
342	561
343	636
344	590
345	309
346	283
347	548
348	530
349	176
350	307
351	46
352	262
353	192
354	253
355	59
356	0
357	2
358	187
359	106
360	252
361	371
362	630
363	586
364	122
365	638
366	463
367	235
368	182
369	247
370	480
371	451
372	594
373	471
374	488
375	231
376	240
377	203
378	300
379	422
380	157
381	325
382	329
383	641
384	532
385	637
386	470
387	627
388	614
389	286
390	507
391	305
392	147
393	401
394	547
395	606
396	639
397	130
398	482
399	574
400	251
401	428
402	319
403	508
404	402
405	587
406	112
407	190
408	631
409	159
410	322
411	226
412	217
413	581
414	464
415	448
416	619
417	604
418	528
419	497
420	200
421	593
422	244
423	204
424	633
425	611
426	250
427	361
428	539
429	110
430	447
431	445
432	188
433	180
434	161
435	121
436	512
437	115
438	224
439	520
440	533
441	306
442	567
443	442
444	434
445	142
446	591
447	571
448	171
449	80
450	452
451	394
452	138
453	623
454	19
455	491
456	579
457	504
458	490
459	405
460	153
461	116
462	148
463	612
464	341
465	387
466	537
467	585
468	635
469	526
470	546
471	469
472	216
473	599
474	622
475	449
476	540
477	474
478	143
479	582
480	492
481	454
482	191
483	85
484	74
485	209
486	555
487	632
488	399
489	617
490	519
491	245
492	563
493	202
494	501
495	628
496	580
497	194
498	403
499	393
500	333
501	510
502	549
503	476
504	640
505	263
506	208
507	493
508	365
509	477
510	431
511	592
512	556
513	211
514	248
515	525
516	381
517	367
518	99
519	233
520	578
521	544
522	538
523	229
524	485
525	624
526	239
527	131
528	439
529	433
530	625
531	264
532	219
533	522
534	197
535	505
536	502
