0	366
1	281
2	127
3	362
4	459
5	429
6	336
7	42
8	222
9	172
10	3
11	36
12	264
13	183
14	306
15	290
16	382
17	242
18	155
19	342
20	59
21	324
22	467
23	477
24	376
25	64
26	346
27	175
28	119
29	246
30	414
31	439
32	100
33	458
34	96
35	247
36	12
37	227
38	179
39	168
40	112
41	18
42	286
43	437
44	243
45	481
46	297
47	124
48	188
49	160
50	105
51	186
52	417
53	22
54	74
55	279
56	400
57	277
58	67
59	482
60	350
61	56
62	43
63	189
64	110
65	76
66	304
67	251
68	231
69	438
70	453
71	334
72	331
73	131
74	209
75	245
76	75
77	216
78	363
79	86
80	267
81	282
82	205
83	143
84	335
85	60
86	409
87	232
88	5
89	321
90	302
91	108
92	16
93	301
94	33
95	351
96	113
97	492
98	123
99	89
100	92
101	308
102	491
103	261
104	356
105	37
106	317
107	289
108	355
109	190
110	25
111	326
112	375
113	332
114	101
115	57
116	104
117	82
118	120
119	125
120	490
121	39
122	63
123	283
124	285
125	173
126	404
127	15
128	150
129	9
130	52
131	26
132	129
133	151
134	117
135	498
136	447
137	29
138	102
139	132
140	483
141	95
142	423
143	170
144	463
145	327
146	471
147	427
148	295
149	87
150	410
151	177
152	106
153	206
154	109
155	187
156	384
157	62
158	10
159	444
160	78
161	237
162	328
163	325
164	13
165	54
166	30
167	28
168	345
169	70
170	446
171	116
172	294
173	47
174	158
175	425
176	430
177	195
178	497
179	238
180	14
181	329
182	68
183	118
184	431
185	473
186	448
187	373
188	406
189	178
190	182
191	165
192	403
193	337
194	451
195	48
196	224
197	45
198	436
199	263
200	253
201	397
202	169
203	468
204	310
205	488
206	130
207	445
208	85
209	65
210	265
211	495
212	244
213	61
214	411
215	259
216	271
217	152
218	280
219	272
220	479
221	32
222	358
223	73
224	311
225	278
226	34
227	395
228	218
229	461
230	469
231	167
232	496
233	412
234	449
235	333
236	200
237	49
238	41
239	284
240	249
241	489
242	319
243	219
244	44
245	128
246	154
247	50
248	197
249	274
250	442
251	347
252	269
253	202
254	241
255	379
256	401
257	53
258	17
259	322
260	287
261	470
262	440
263	133
264	114
265	415
266	419
267	122
268	21
269	91
270	193
271	234
272	198
273	472
274	270
275	407
276	71
277	181
278	466
279	153
280	413
281	291
282	450
283	180
284	293
285	213
286	389
287	24
288	217
289	493
290	296
291	257
292	250
293	137
294	23
295	402
296	349
297	380
298	354
299	229
300	307
301	426
302	268
303	494
304	201
305	460
306	399
307	211
308	196
309	418
310	292
311	55
312	422
313	40
314	111
315	99
316	367
317	421
318	420
319	191
320	19
321	341
322	478
323	486
324	192
325	462
326	374
327	275
328	452
329	339
330	392
331	235
332	315
333	77
334	148
335	4
336	303
337	313
338	276
339	161
340	46
341	361
342	134
343	353
344	94
345	455
346	383
347	139
348	256
349	474
350	394
351	372
352	98
353	377
354	214
355	31
356	340
357	464
358	233
359	364
360	138
