0	2499
1	8303
2	13367
3	3830
4	6606
5	730
6	2498
7	5903
8	8304
9	8305
10	4653
11	1129
12	15968
13	17244
14	1353
15	8503
16	5829
17	8306
18	8114
19	2502
20	2503
21	5904
22	13451
23	3400
24	12829
25	15309
26	2753
27	2226
28	12237
29	22
30	12513
31	2504
32	2505
33	3893
34	3894
35	8307
36	2506
37	2510
38	3892
39	7347
40	10259
41	12392
42	2511
43	2304
44	634
45	5205
46	17427
47	12998
48	1895
49	4054
50	1364
51	4953
52	8355
53	8136
54	10932
55	8257
56	8308
57	8309
58	2512
59	8310
60	2508
61	2513
62	0
63	16869
64	68
65	483
66	13507
67	10273
68	12085
69	2347
70	5195
71	1586
72	2305
73	2306
74	6637
75	7831
76	9078
77	12409
78	2747
79	3701
80	13954
81	3395
82	8311
83	4
84	3490
85	6550
86	1833
87	17290
88	15775
89	12657
90	12658
91	3895
92	14120
93	1365
94	10165
95	10702
96	1897
97	1898
98	5069
99	6911
100	23
101	12097
102	12182
103	1701
104	9154
105	10481
106	1121
107	1577
108	2521
109	8850
110	9386
111	4543
112	5376
113	14881
114	11520
115	3291
116	10545
117	6276
118	5863
119	3308
120	5838
121	12303
122	3537
123	15636
124	6615
125	16680
126	9879
127	14865
128	2228
129	16810
130	16811
131	16812
132	17502
133	9044
134	2501
135	3896
136	1574
137	6781
138	6897
139	5377
140	8390
141	14337
142	4235
143	13530
144	14670
145	5839
146	1338
147	12576
148	403
149	1382
150	3538
151	9815
152	12954
153	12955
154	17126
155	12654
156	7359
157	1870
158	9070
159	5840
160	13360
161	2122
162	1883
163	8866
164	1335
165	12224
166	3613
167	3796
168	2800
169	7717
170	13399
171	12393
172	2514
173	11881
174	14094
175	2526
176	3898
177	5876
178	7462
179	6568
180	14159
181	767
182	5361
183	5362
184	16119
185	6585
186	922
187	5529
188	6661
189	4411
190	9023
191	12906
192	614
193	921
194	1193
195	9554
196	12554
197	16732
198	1947
199	4878
200	14887
201	17523
202	3899
203	16809
204	7683
205	14113
206	12970
207	12198
208	14866
209	15489
210	5905
211	9611
212	12059
213	2946
214	8976
215	3769
216	12304
217	153
218	5595
219	11485
220	11669
221	15670
222	8774
223	11284
224	10933
225	10762
226	12624
227	8526
228	2107
229	12131
230	4236
231	6717
232	13955
233	9342
234	14570
235	4954
236	3684
237	10018
238	10844
239	12507
240	168
241	2515
242	2516
243	3909
244	12171
245	2524
246	2527
247	491
248	14717
249	14882
250	8842
251	9204
252	12088
253	14339
254	11444
255	9192
256	13208
257	2398
258	1020
259	13442
260	15802
261	3715
262	10365
263	4474
264	4475
265	7658
266	6399
267	4539
268	1746
269	12862
270	9731
271	14854
272	465
273	1317
274	1575
275	13394
276	13464
277	17102
278	2750
279	10038
280	10749
281	637
282	6662
283	1900
284	3178
285	14338
286	4672
287	7018
288	2529
289	2530
290	6706
291	11424
292	16702
293	5232
294	2517
295	15676
296	7839
297	17530
298	16583
299	2519
300	2531
301	2532
302	12823
303	12830
304	8168
305	14949
306	58
307	12025
308	2507
309	2533
310	15436
311	2386
312	9979
313	8179
314	13067
315	6186
316	11006
317	7450
318	3605
319	14783
320	2534
321	10021
322	15792
323	5017
324	9925
325	3140
326	8822
327	3771
328	3312
329	14415
330	4229
331	5596
332	15734
333	513
334	1164
335	2528
336	3553
337	5357
338	11739
339	13391
340	13852
341	7162
342	6586
343	14776
344	1178
345	5233
346	7718
347	14160
348	13508
349	8115
350	15638
351	7201
352	9582
353	2123
354	17058
355	7463
356	11460
357	7194
358	615
359	1340
360	2424
361	7352
362	11567
363	5280
364	7336
365	15990
366	2392
367	2399
368	3101
369	12305
370	4357
371	14628
372	2116
373	7179
374	11187
375	6705
376	13648
377	6975
378	10053
379	490
380	5706
381	14684
382	11317
383	2561
384	7143
385	5691
386	7487
387	16916
388	2314
389	11690
390	6629
391	59
392	1747
393	9005
394	9477
395	2229
396	2079
397	408
398	13919
399	2641
400	6912
401	1159
402	3679
403	11069
404	11349
405	14712
406	6745
407	4356
408	625
409	11941
410	13460
411	15742
412	5740
413	8499
414	2754
415	7729
416	1692
417	12715
418	6676
419	3944
420	638
421	2738
422	5910
423	5717
424	9718
425	11406
426	15239
427	11378
428	17112
429	12631
430	9393
431	8843
432	8839
433	4025
434	7979
435	9799
436	14868
437	10180
438	7728
439	3717
440	9133
441	3756
442	7520
443	13049
444	2536
445	2154
446	5590
447	2201
448	14118
449	1685
450	18
451	1718
452	1376
453	5985
454	8227
455	4748
456	11464
457	11070
458	11389
459	3134
460	13942
461	11430
462	11343
463	7459
464	2744
465	5718
466	12848
467	5739
468	10366
469	7993
470	1565
471	15654
472	14689
473	6616
474	4549
475	2537
476	11146
477	13355
478	15433
479	4547
480	489
481	11514
482	9205
483	12959
484	11147
485	13560
486	9555
487	5830
488	2155
489	1725
490	3568
491	3569
492	5842
493	8615
494	3463
495	3506
496	10169
497	12414
498	3674
499	1019
500	17173
501	15927
502	13765
503	14803
504	13833
505	2649
506	9973
507	14718
508	2389
509	10503
510	1366
511	5379
512	7763
513	12306
514	6195
515	12307
516	4864
517	10968
518	12558
519	2461
